venue_id,time_received,is_retail,delivery_duration
8a61c24,2002-06-20 05:57:03.133734,0,27.728234711251034
8a61b81,2000-05-23 01:08:46.444182,1,22.828364833094085
8a61bc2,2014-05-13 20:46:56.450493,0,24.339586337887905
8a61c2c,2016-03-11 22:58:38.393997,0,21.174028428912116
8a61c05,2012-09-09 05:16:52.833669,1,19.24664132128176
8a61bb1,2005-02-19 04:52:16.274394,0,30.006930059118236
8a61bb7,2004-11-10 18:51:14.111657,0,18.53786377395596
8a61b81,2008-06-15 06:52:18.598076,1,15.990801892475597
8a61b95,2004-03-18 19:43:04.545627,1,22.665344015513053
8a61bed,2003-08-05 11:53:09.203864,1,16.246946773298987
8a61baa,2005-11-04 19:29:08.144669,1,22.81912936584922
8a61c07,2007-09-23 01:37:11.780904,0,21.78085560631777
8a61c10,2002-10-16 00:09:18.751901,1,20.517325276517585
8a61bbf,2010-08-22 23:55:05.620254,1,17.8249154298709
8a61b88,2006-12-29 22:49:34.664155,0,22.898518795433365
8a61c10,2001-09-30 19:27:46.279066,1,18.266025667663833
8a61b97,2005-12-29 13:03:51.750784,1,16.41349839733159
8a61bf4,2017-12-21 22:43:03.773995,0,16.823390726553974
8a61b9d,2004-03-05 05:04:33.320940,1,22.673855378245708
8a61bf0,2017-01-26 20:38:17.211622,1,20.08675592168747
8a61c30,2007-09-02 05:55:08.336471,1,18.595793136544955
8a61b99,2016-11-27 19:41:56.821542,0,23.994193403172527
8a61bf4,2020-05-11 18:51:07.085583,1,17.977861991165422
8a61bb7,2005-10-03 18:34:37.538314,1,20.714738663715703
8a61c28,2001-12-30 05:07:34.274848,1,18.793083982940324
8a61bd4,2014-01-19 00:00:02.856279,1,25.812740875076457
8a61c2a,2001-04-16 23:28:39.772997,0,21.28482802345143
8a61c05,2000-08-04 19:01:40.600252,1,25.29486304988572
8a61c10,2006-09-04 09:12:53.153294,1,21.177174354896245
8a61b88,2020-02-10 17:32:34.453711,0,20.108522106101514
8a61c16,2016-08-31 14:11:50.858587,1,15.082174069354444
8a61bb9,2020-03-04 01:18:42.271230,0,15.624998756744766
8a61bdf,2014-12-10 22:35:19.407530,0,20.577135305506754
8a61bdf,2020-10-22 14:36:13.555567,0,17.941820124481836
8a61be1,2017-06-14 23:52:58.314851,0,19.278747778653383
8a61c01,2003-04-11 17:55:15.670409,1,21.54067008773
8a61bb3,2004-05-20 14:11:32.016419,1,26.181764498767404
8a61bd2,2016-12-20 13:48:29.144434,1,22.203889345010047
8a61c03,2008-04-17 10:37:13.632025,0,24.73112463842801
8a61c24,2018-04-11 03:34:33.409513,0,27.292544754074502
8a61c09,2017-05-24 17:42:09.225593,0,22.921123906553866
8a61bf4,2002-11-11 03:17:03.697054,0,19.998136332251388
8a61bfc,2009-04-11 23:18:51.210402,0,27.6952135297374
8a61bf0,2012-11-23 15:34:38.209801,1,16.694617256360694
8a61bcf,2007-05-05 02:42:58.390550,1,21.27836203892604
8a61bbf,2020-10-21 13:02:24.374968,1,22.064334576032223
8a61bff,2020-07-15 15:47:42.211589,0,23.59962070923074
8a61bdd,2002-03-15 20:29:09.754345,1,24.910151982218306
8a61b7f,2010-12-22 08:50:50.691314,0,26.20121155092463
8a61c26,2018-10-30 20:36:07.973743,0,25.974188328253742
8a61bcf,2011-12-29 15:08:19.262491,0,24.546420102990073
8a61bc3,2017-01-19 23:11:42.286163,0,23.81869918115386
8a61bbf,2012-09-14 10:17:21.298685,0,20.586156375533804
8a61b61,2002-08-22 11:23:09.462884,0,22.181406431668055
8a61c12,2010-07-26 07:15:39.593886,0,24.696525664066684
8a61ba6,2019-02-28 03:38:13.209756,0,18.07997645944926
8a61bd4,2001-07-08 06:29:17.784852,1,19.216303686254754
8a61c2a,2011-11-13 11:31:26.495342,1,14.209994606069012
8a61c12,2019-06-02 06:14:17.692562,1,18.488085006816913
8a61bc2,2015-07-30 20:18:35.242500,0,19.86404680351313
8a61bd9,2004-01-05 10:58:39.003025,0,21.87196926243428
8a61bf6,2008-05-22 20:22:28.752288,1,19.272768494718505
8a61bf4,2005-09-28 16:02:46.996585,0,20.169607773185376
8a61b7d,2014-01-16 03:47:36.834322,0,26.505242463410514
8a61bdb,2014-06-08 18:49:24.311741,1,17.422343792108247
8a61c24,2014-10-26 15:33:54.931068,0,24.29834450638055
8a61bdf,2002-11-26 13:18:35.901135,1,12.39311246722609
8a61bf6,2016-05-26 07:26:26.767584,1,17.819177672782978
8a61b99,2009-07-07 06:49:39.112428,0,22.702911733106642
8a61c24,2016-01-12 18:33:46.183688,1,22.58671931608594
